"Facility Satisfaction","Curriculum Quality","Teaching Learning","Campus Services","Student Support","Digital Readiness","Wellbeing","Overall Satisfaction","Sector","Gender"
41.6666666666667,36.3636363636364,NA,NA,40,20,60,39.2592592592593,"Public","Female"
78.3333333333333,76.3636363636364,NA,NA,60,60,80,73.5483870967742,"Public","Female"
45,47.2727272727273,NA,NA,50,53.3333333333333,40,46.6666666666667,"Public","Female"
60,38.1818181818182,NA,NA,53.3333333333333,60,20,50.6666666666667,"Public","Female"
60,60,NA,NA,64,20,40,58.7096774193548,"Private","Male"
60,58.1818181818182,NA,NA,53.3333333333333,46.6666666666667,60,56.875,"Public","Male"
20,20,NA,NA,46.6666666666667,40,40,26.2068965517241,"Public","Female"
66.6666666666667,61.8181818181818,NA,NA,65,30,60,61.9354838709677,"Public","Female"
60,90.9090909090909,NA,NA,20,60,60,68.9655172413793,"Public","Male"
58.3333333333333,80,20,NA,64,60,80,65,"Public","Female"
63.3333333333333,52.7272727272727,NA,NA,60,40,80,59.3333333333333,"Public","Female"
48.3333333333333,60,NA,NA,68,20,80,56.7741935483871,"Public","Female"
70,83.6363636363636,NA,NA,66.6666666666667,60,80,73.7931034482759,"Public","Female"
91.6666666666667,100,NA,NA,60,NA,100,88.9655172413793,"Public","Female"
70,65.4545454545455,NA,NA,60,40,40,63.2258064516129,"Public","Male"
63.3333333333333,52.7272727272727,NA,NA,45,40,40,55.1724137931035,"Public","Female"
40,56.3636363636364,NA,60,64,60,80,52.7272727272727,"Public","Female"
76.6666666666667,76.3636363636364,40,NA,40,20,60,67.3333333333333,"Public","Male"
35,20,20,NA,25,20,20,26.6666666666667,"Public","Male"
40,25.4545454545455,40,60,55,20,60,37.5757575757576,"Private","Male"
40,47.2727272727273,NA,60,80,40,80,51.25,"Public","Male"
75,81.8181818181818,NA,60,60,50,80,72.7272727272727,"Public","Female"
73.3333333333333,61.8181818181818,NA,NA,65,60,60,66.4516129032258,"Public","Female"
58.3333333333333,61.8181818181818,NA,NA,72,60,60,61.2903225806452,"Public","Female"
58.3333333333333,60,NA,60,60,50,60,60,"Public","Male"
41.6666666666667,56.3636363636364,NA,NA,50,30,60,47.741935483871,"Public","Female"
80,74.5454545454545,NA,60,55,NA,60,72.6666666666667,"Public","Male"
51.6666666666667,43.6363636363636,NA,NA,66.6666666666667,50,60,50.3448275862069,"Public","Female"
53.3333333333333,90.9090909090909,NA,NA,46.6666666666667,20,100,66.8965517241379,"Public","Female"
40,29.0909090909091,20,60,60,20,60,40,"Public","Female"
56.6666666666667,56.3636363636364,40,NA,66.6666666666667,40,60,56.551724137931,"Public","Female"
93.3333333333333,87.2727272727273,NA,NA,53.3333333333333,70,80,81.9354838709677,"Private","Male"
76.6666666666667,30.9090909090909,NA,NA,70,80,80,58.6206896551724,"Public","Male"
20,20,NA,NA,80,80,80,32.4137931034483,"Public","Female"
60,36.3636363636364,NA,NA,53.3333333333333,NA,60,50.3448275862069,"Public","Female"
50,50.9090909090909,NA,60,48,40,60,49.6969696969697,"Public","Male"
48.3333333333333,38.1818181818182,NA,NA,60,40,80,45.5172413793103,"Public","Female"
81.6666666666667,78.1818181818182,NA,NA,70,50,60,76,"Public","Male"
45,43.6363636363636,NA,NA,50,40,60,44.6666666666667,"Public","Female"
60,60,40,NA,50,NA,60,57.9310344827586,"Public","Male"
45,41.8181818181818,NA,NA,66.6666666666667,20,60,46.2068965517241,"Public","Female"
68.3333333333333,78.1818181818182,NA,NA,60,80,60,71.3333333333333,"Public","Male"
80,72.7272727272727,NA,NA,73.3333333333333,NA,80,75.7142857142857,"Public","Male"
83.3333333333333,81.8181818181818,NA,NA,60,50,80,76.7741935483871,"Public","Female"
76.6666666666667,83.6363636363636,NA,60,66.6666666666667,20,60,75.1724137931035,"Public","Female"
65,70.9090909090909,40,NA,46.6666666666667,60,80,64.6666666666667,"Public","Female"
48.3333333333333,63.6363636363636,NA,60,75,50,60,57.5,"Public","Male"
38.3333333333333,50.9090909090909,NA,NA,60,40,80,48.3870967741936,"Public","Male"
60,80,NA,NA,60,60,60,66.6666666666667,"Public","Female"
58.3333333333333,69.0909090909091,NA,NA,50,60,60,60.6666666666667,"Public","Female"
53.3333333333333,58.1818181818182,NA,NA,60,30,60,54,"Public","Female"
66.6666666666667,67.2727272727273,NA,60,53.3333333333333,40,60,64,"Public","Male"
40,34.5454545454545,20,NA,66.6666666666667,40,80,41.9354838709677,"Public","Female"
60,60,NA,60,73.3333333333333,50,60,61.9354838709677,"Public","Female"
55,56.3636363636364,40,NA,53.3333333333333,60,60,54.6666666666667,"Public","Female"
66.6666666666667,80,NA,NA,40,70,100,71.3333333333333,"Public","Female"
60,69.0909090909091,NA,NA,60,NA,60,64.2857142857143,"Public","Female"
80,87.2727272727273,NA,NA,65,40,80,78,"Public","Male"
60,70.9090909090909,NA,60,60,NA,60,64,"Public","Female"
65,70.9090909090909,40,60,68,60,60,65.2941176470588,"Public","Female"
36.6666666666667,32.7272727272727,NA,60,70,40,80,42,"Public","Female"
55,70.9090909090909,NA,NA,60,33.3333333333333,60,59.3333333333333,"Public","Female"
76.6666666666667,80,NA,NA,60,40,60,73.1034482758621,"Public","Female"
20,20,20,NA,20,20,20,20,"Public","Male"
35,58.1818181818182,NA,NA,53.3333333333333,40,80,47.3333333333333,"Public","Female"
66.6666666666667,49.0909090909091,NA,NA,46.6666666666667,80,60,58,"Private","Male"
66.6666666666667,61.8181818181818,NA,NA,60,80,80,63.75,"Public","Female"
45,65.4545454545455,NA,60,50,60,60,54.375,"Public","Female"
50,67.2727272727273,NA,60,53.3333333333333,60,60,57.3333333333333,"Public","Female"
73.3333333333333,65.4545454545455,NA,60,60,60,60,67.5862068965517,"Public","Male"
40,49.0909090909091,40,NA,66.6666666666667,NA,80,47.5862068965517,"Public","Female"
50,50.9090909090909,NA,60,70,40,40,53.125,"Public","Female"
31.6666666666667,30.9090909090909,NA,60,66.6666666666667,60,100,40,"Public","Female"
63.3333333333333,69.0909090909091,NA,NA,65,80,60,66.4516129032258,"Public","Female"
80,80,NA,NA,46.6666666666667,NA,60,75,"Public","Female"
61.6666666666667,61.8181818181818,NA,60,70,NA,60,62.7586206896552,"Public","Female"
35,20,20,NA,60,20,100,36.875,"Public","Female"
71.6666666666667,69.0909090909091,NA,NA,46.6666666666667,40,80,67.3333333333333,"Private","Female"
63.3333333333333,72.7272727272727,NA,NA,55,60,60,63.8709677419355,"Public","Female"
60,80,NA,NA,46.6666666666667,40,60,64.8275862068965,"Public","Female"
63.3333333333333,74.5454545454545,NA,NA,60,40,80,65,"Public","Male"
58.3333333333333,47.2727272727273,NA,NA,60,40,60,55.1515151515152,"Public","Male"
36.6666666666667,43.6363636363636,NA,NA,72,40,40,45.8064516129032,"Public","Male"
55,85.4545454545455,40,NA,60,40,60,66,"Public","Female"
50,63.6363636363636,NA,NA,40,40,60,55,"Public","Female"
55,60,NA,NA,60,NA,80,58,"Public","Female"
76.6666666666667,78.1818181818182,NA,NA,55,80,100,75.3333333333333,"Public","Female"
88.3333333333333,89.0909090909091,NA,NA,53.3333333333333,40,60,81.3793103448276,"Public","Female"
85,67.2727272727273,NA,60,45,40,60,68.75,"Public","Male"
61.6666666666667,70.9090909090909,NA,NA,40,40,80,64,"Public","Female"
30,40,NA,NA,50,46.6666666666667,100,40.625,"Public","Female"
61.6666666666667,63.6363636363636,NA,60,53.3333333333333,40,60,60.6451612903226,"Public","Female"
96.6666666666667,100,NA,NA,50,100,100,89.6774193548387,"Public","Female"
78.3333333333333,76.3636363636364,NA,60,56,80,60,72.5,"Public","Female"
76.6666666666667,72.7272727272727,NA,60,45,30,60,66.875,"Public","Female"
58.3333333333333,60,NA,NA,45,53.3333333333333,80,57.4193548387097,"Public","Female"
66.6666666666667,63.6363636363636,NA,NA,53.3333333333333,70,60,62.6666666666667,"Public","Female"
31.6666666666667,49.0909090909091,NA,60,70,80,80,47.5862068965517,"Public","Female"
30,25.4545454545455,40,NA,40,50,40,34.375,"Public","Female"
36.6666666666667,85.4545454545455,NA,NA,72,40,80,61.9354838709677,"Public","Female"
50,60,NA,60,60,80,80,57.4193548387097,"Public","Female"
53.3333333333333,52.7272727272727,NA,60,66.6666666666667,80,60,57.5,"Public","Female"
55,60,NA,NA,60,40,60,57.3333333333333,"Public","Female"
100,100,NA,NA,68,53.3333333333333,80,90,"Public","Female"
55,56.3636363636364,NA,NA,60,40,80,55.4838709677419,"Public","Female"
58.3333333333333,45.4545454545455,NA,NA,60,40,60,52.6666666666667,"Public","Female"
80,65.4545454545455,NA,NA,56,NA,60,70.6666666666667,"Public","Female"
73.3333333333333,52.7272727272727,NA,60,55,NA,60,62.5806451612903,"Public","Female"
46.6666666666667,56.3636363636364,NA,NA,60,60,60,53.1034482758621,"Public","Female"
70,58.1818181818182,NA,NA,45,50,80,61.3333333333333,"Public","Female"
71.6666666666667,60,40,NA,50,33.3333333333333,60,60.6451612903226,"Public","Female"
78.3333333333333,70.9090909090909,NA,60,60,60,40,70.6666666666667,"Public","Female"
71.6666666666667,70.9090909090909,NA,NA,65,NA,80,71.3333333333333,"Public","Female"
81.6666666666667,100,NA,NA,60,80,80,84.5161290322581,"Public","Female"
50,60,NA,NA,80,33.3333333333333,60,53.3333333333333,"Public","Female"
68.3333333333333,60,NA,NA,80,70,40,66,"Public","Female"
60,61.8181818181818,NA,60,60,30,60,58.6666666666667,"Public","Female"
50,74.5454545454545,NA,NA,66.6666666666667,40,60,62.0689655172414,"Public","Male"
75,85.4545454545455,NA,NA,56,60,100,75,"Public","Female"
58.3333333333333,47.2727272727273,NA,NA,65,20,80,53.5483870967742,"Public","Female"
70,49.0909090909091,NA,NA,68,20,60,60.625,"Public","Male"
46.6666666666667,43.6363636363636,NA,NA,66.6666666666667,20,60,47.1428571428571,"Public","Female"
73.3333333333333,80,NA,NA,55,30,80,70.6666666666667,"Public","Female"
76.6666666666667,61.8181818181818,NA,NA,60,60,60,67.5862068965517,"Public","Female"
51.6666666666667,38.1818181818182,40,60,64,30,80,48.2352941176471,"Public","Female"
21.6666666666667,23.6363636363636,NA,NA,60,70,60,32.258064516129,"Public","Female"
51.6666666666667,61.8181818181818,NA,NA,60,30,60,55.3333333333333,"Public","Female"
70,83.6363636363636,NA,60,76,40,80,73.75,"Public","Female"
56.6666666666667,70.9090909090909,NA,60,60,20,60,60.6451612903226,"Public","Female"
33.3333333333333,20,NA,NA,65,20,80,34,"Public","Female"
30,27.2727272727273,NA,60,50,20,20,33.3333333333333,"Public","Female"
53.3333333333333,74.5454545454545,NA,NA,68,NA,80,63.8709677419355,"Public","Male"
48.3333333333333,76.3636363636364,NA,60,60,20,60,59.3333333333333,"Public","Female"
66.6666666666667,83.6363636363636,NA,NA,60,NA,100,73.1034482758621,"Public","Female"
66.6666666666667,70.9090909090909,40,NA,72,70,80,67.8787878787879,"Public","Female"
90,90.9090909090909,NA,NA,60,53.3333333333333,80,81.2121212121212,"Public","Female"
56.6666666666667,58.1818181818182,NA,NA,64,40,60,57.5,"Public","Female"
75,76.3636363636364,NA,NA,60,53.3333333333333,60,70.625,"Public","Female"
68.3333333333333,69.0909090909091,NA,NA,60,50,40,65.3333333333333,"Public","Male"
76.6666666666667,87.2727272727273,NA,60,65,60,80,78,"Public","Female"
85,100,NA,60,60,50,80,81.8181818181818,"Public","Female"
56.6666666666667,52.7272727272727,NA,NA,50,50,60,54,"Public","Female"
66.6666666666667,60,40,60,20,20,60,57.3333333333333,"Public","Female"
63.3333333333333,78.1818181818182,NA,NA,66.6666666666667,50,60,68,"Public","Female"
85,81.8181818181818,NA,NA,70,NA,80,79.3333333333333,"Public","Female"
83.3333333333333,85.4545454545455,NA,NA,65,80,60,80,"Public","Female"
65,20,NA,60,65,50,60,49.375,"Public","Female"
45,56.3636363636364,NA,NA,75,30,60,52.9032258064516,"Public","Female"
61.6666666666667,76.3636363636364,NA,NA,50,NA,60,64.8275862068965,"Public","Female"
63.3333333333333,58.1818181818182,NA,NA,72,80,60,62.5806451612903,"Private","Male"
76.6666666666667,80,NA,NA,65,50,40,71.6129032258064,"Private","Male"
51.6666666666667,60,NA,NA,60,60,60,56,"Private","Female"
50,40,NA,NA,50,33.3333333333333,60,45,"Private","Male"
86.6666666666667,74.5454545454545,NA,NA,60,80,80,76.6666666666667,"Private","Male"
100,81.8181818181818,NA,60,72,NA,80,85.1612903225806,"Private","Male"
70,65.4545454545455,NA,NA,55,60,40,65.8064516129032,"Public","Female"
76.6666666666667,78.1818181818182,NA,60,65,80,80,72.5,"Private","Female"
36.6666666666667,40,NA,NA,66.6666666666667,70,100,45.3333333333333,"Public","Female"
88.3333333333333,94.5454545454545,NA,60,52,100,80,82.5,"Private","Male"
66.6666666666667,60,NA,NA,60,30,20,58.7096774193548,"Private","Male"
55,60,NA,NA,60,60,80,58.0645161290323,"Private","Female"
76.6666666666667,78.1818181818182,NA,NA,60,60,60,70.9677419354839,"Private","Female"
48.3333333333333,47.2727272727273,NA,NA,60,40,80,49.2857142857143,"Public","Female"
66.6666666666667,69.0909090909091,NA,NA,60,50,80,65.3333333333333,"Public","Female"
98.3333333333333,100,NA,NA,75,80,60,90.9677419354839,"Private","Male"
88.3333333333333,78.1818181818182,NA,NA,75,80,100,82,"Public","Female"
53.3333333333333,52.7272727272727,NA,NA,50,40,40,50.6666666666667,"Public","Female"
35,61.8181818181818,40,60,73.3333333333333,20,60,50.625,"Public","Female"
65,76.3636363636364,NA,60,80,80,60,71.0344827586207,"Public","Female"
83.3333333333333,83.6363636363636,NA,NA,45,53.3333333333333,80,73.9393939393939,"Private","Female"
41.6666666666667,21.8181818181818,NA,60,55,NA,80,39.3548387096774,"Public","Female"
80,80,NA,NA,70,80,80,76.7741935483871,"Private","Female"
80,80,NA,NA,60,80,60,74.8387096774193,"Private","Female"
60,60,NA,NA,20,20,20,51.25,"Public","Male"
36.6666666666667,38.1818181818182,NA,NA,70,40,40,42.6666666666667,"Public","Female"
55,69.0909090909091,NA,NA,50,50,60,58.7096774193548,"Private","Female"
96.6666666666667,94.5454545454545,NA,60,75,NA,80,87.741935483871,"Private","Male"
71.6666666666667,80,NA,60,65,20,60,71.3333333333333,"Public","Female"
86.6666666666667,76.3636363636364,NA,NA,46.6666666666667,60,80,76.1290322580645,"Private","Male"
58.3333333333333,61.8181818181818,NA,NA,70,70,80,61.9354838709677,"Public","Female"
51.6666666666667,80,NA,NA,60,80,60,65.5172413793103,"Public","Female"
60,60,NA,NA,60,40,60,59.3939393939394,"Public","Male"
68.3333333333333,72.7272727272727,NA,NA,45,50,80,66.25,"Public","Male"
80,87.2727272727273,NA,NA,53.3333333333333,50,80,76.6666666666667,"Public","Female"
35,50.9090909090909,40,NA,80,40,60,46.6666666666667,"Public","Male"
56.6666666666667,70.9090909090909,NA,NA,60,NA,80,63.3333333333333,"Public","Female"
78.3333333333333,76.3636363636364,NA,60,60,80,80,73.3333333333333,"Public","Female"
68.3333333333333,49.0909090909091,NA,NA,80,30,60,58.7096774193548,"Public","Male"
50,60,40,60,60,60,60,56.1290322580645,"Public","Female"
66.6666666666667,69.0909090909091,NA,60,60,70,60,66.0606060606061,"Public","Female"
75,92.7272727272727,NA,60,65,80,80,78.7096774193548,"Private","Female"
73.3333333333333,87.2727272727273,NA,60,60,80,60,76.6666666666667,"Private","Female"
63.3333333333333,65.4545454545455,NA,NA,60,NA,80,65.5172413793103,"Private","Female"
53.3333333333333,50.9090909090909,NA,NA,72,40,80,56.875,"Public","Female"
66.6666666666667,83.6363636363636,NA,60,56,NA,100,70.9677419354839,"Private","Female"
20,27.2727272727273,40,NA,60,20,100,29.6551724137931,"Public","Male"
21.6666666666667,20,40,NA,20,20,20,23.3333333333333,"Private","Male"
65,72.7272727272727,NA,60,55,40,60,63.75,"Public","Female"
75,81.8181818181818,NA,60,70,70,60,73.9393939393939,"Private","Female"
51.6666666666667,49.0909090909091,NA,NA,55,20,60,51.3333333333333,"Public","Female"
65,69.0909090909091,NA,NA,53.3333333333333,40,60,63.3333333333333,"Private","Female"
53.3333333333333,58.1818181818182,NA,NA,60,50,60,55.625,"Public","Female"
30,30.9090909090909,NA,NA,55,40,80,36.7741935483871,"Public","Female"
68.3333333333333,47.2727272727273,NA,60,46.6666666666667,60,60,57.4193548387097,"Public","Female"
46.6666666666667,45.4545454545455,NA,NA,73.3333333333333,NA,60,51.0344827586207,"Public","Female"
75,63.6363636363636,NA,NA,64,70,60,69.0909090909091,"Public","Female"
80,96.3636363636364,NA,NA,70,80,100,82.5806451612903,"Private","Male"
91.6666666666667,80,NA,NA,70,20,80,80.6666666666667,"Public","Male"
93.3333333333333,92.7272727272727,NA,NA,55,60,100,86,"Public","Male"
78.3333333333333,90.9090909090909,NA,NA,55,70,40,77.4193548387097,"Public","Female"
83.3333333333333,78.1818181818182,NA,NA,75,20,60,76.6666666666667,"Public","Female"
86.6666666666667,69.0909090909091,NA,NA,55,30,80,70.9677419354839,"Public","Female"
90,90.9090909090909,NA,NA,70,50,80,85.1612903225806,"Public","Female"
55,52.7272727272727,NA,NA,50,20,100,55.4838709677419,"Public","Male"
60,60,NA,NA,45,NA,60,57.2413793103448,"Private","Male"
100,80,NA,NA,65,60,100,85.8064516129032,"Public","Female"
51.6666666666667,78.1818181818182,NA,NA,70,60,80,65.3333333333333,"Public","Male"
88.3333333333333,69.0909090909091,NA,NA,70,53.3333333333333,60,72.1212121212121,"Public","Female"
63.3333333333333,70.9090909090909,NA,60,70,NA,60,66.4516129032258,"Public","Male"
53.3333333333333,67.2727272727273,NA,NA,60,60,60,60,"Public","Female"
83.3333333333333,80,NA,NA,73.3333333333333,NA,80,79.2857142857143,"Public","Male"
51.6666666666667,43.6363636363636,40,NA,70,NA,60,52.6666666666667,"Public","Female"
63.3333333333333,76.3636363636364,NA,60,70,40,60,68,"Public","Male"
46.6666666666667,58.1818181818182,NA,NA,66.6666666666667,60,80,54.8387096774194,"Private","Male"
46.6666666666667,70.9090909090909,NA,NA,55,NA,80,58.6206896551724,"Public","Female"
55,65.4545454545455,NA,NA,65,20,80,59.3333333333333,"Private","Male"
53.3333333333333,80,NA,60,53.3333333333333,60,60,64.6666666666667,"Public","Female"
65,70.9090909090909,NA,60,80,80,80,68.125,"Public","Male"
38.3333333333333,40,40,NA,53.3333333333333,NA,40,41.3793103448276,"Public","Female"
43.3333333333333,30.9090909090909,NA,NA,55,60,80,43.8709677419355,"Public","Female"
40,60,NA,NA,65,NA,80,53.1034482758621,"Public","Male"
48.3333333333333,70.9090909090909,NA,NA,55,NA,60,60,"Public","Female"
56.6666666666667,60,40,NA,65,80,100,60.625,"Public","Female"
70,80,NA,NA,70,100,80,76,"Public","Female"
68.3333333333333,60,40,NA,70,20,60,60.625,"Public","Female"
76.6666666666667,58.1818181818182,NA,NA,53.3333333333333,40,60,65,"Public","Female"
43.3333333333333,65.4545454545455,NA,NA,66.6666666666667,40,20,52.4137931034483,"Public","Female"
33.3333333333333,50.9090909090909,20,60,50,20,60,41.3333333333333,"Public","Male"
45,67.2727272727273,NA,60,66.6666666666667,20,20,55.3333333333333,"Public","Female"
33.3333333333333,23.6363636363636,NA,NA,53.3333333333333,50,60,34.1935483870968,"Public","Female"
83.3333333333333,87.2727272727273,NA,NA,52,20,80,76.7741935483871,"Public","Female"
48.3333333333333,76.3636363636364,40,NA,40,70,80,58.75,"Public","Female"
38.3333333333333,58.1818181818182,NA,NA,65,60,60,52.258064516129,"Private","Male"
68.3333333333333,69.0909090909091,NA,60,60,NA,60,66.6666666666667,"Public","Female"
60,50.9090909090909,NA,60,66.6666666666667,40,80,56.6666666666667,"Public","Female"
71.6666666666667,78.1818181818182,NA,60,55,20,60,68.75,"Public","Female"
78.3333333333333,81.8181818181818,NA,NA,55,40,80,74.6666666666667,"Private","Male"
75,54.5454545454545,NA,NA,46.6666666666667,20,60,60.6451612903226,"Public","Male"
76.6666666666667,63.6363636363636,NA,NA,66.6666666666667,30,60,66,"Public","Female"
75,67.2727272727273,NA,NA,64,40,80,67.5,"Public","Female"
60,67.2727272727273,NA,NA,40,40,100,62.7586206896552,"Public","Female"
73.3333333333333,76.3636363636364,NA,NA,65,50,80,72,"Public","Female"
33.3333333333333,80,20,NA,75,70,100,58.75,"Public","Male"
55,60,NA,NA,65,50,60,58.75,"Public","Male"
80,83.6363636363636,NA,NA,65,60,60,78,"Public","Female"
48.3333333333333,78.1818181818182,NA,60,55,50,80,61.2903225806452,"Public","Female"
78.3333333333333,65.4545454545455,NA,NA,60,80,60,70.6666666666667,"Public","Female"
53.3333333333333,47.2727272727273,NA,60,50,30,60,51.3333333333333,"Public","Male"
86.6666666666667,89.0909090909091,NA,NA,75,80,80,82.5806451612903,"Public","Female"
38.3333333333333,34.5454545454545,NA,NA,70,NA,20,40,"Private","Female"
80,80,40,NA,60,80,80,75.4838709677419,"Public","Female"
48.3333333333333,56.3636363636364,NA,NA,55,NA,60,54.4827586206897,"Public","Female"
90,92.7272727272727,NA,NA,60,60,100,85.3333333333333,"Public","Male"
100,100,NA,NA,60,80,100,90.3225806451613,"Private","Male"
60,78.1818181818182,NA,NA,52,NA,60,64.5161290322581,"Public","Female"
51.6666666666667,74.5454545454545,NA,NA,60,40,80,61.2903225806452,"Public","Female"
41.6666666666667,43.6363636363636,NA,60,70,NA,60,48,"Public","Male"
48.3333333333333,45.4545454545455,NA,NA,64,40,60,50.9090909090909,"Private","Male"
71.6666666666667,76.3636363636364,NA,60,66.6666666666667,NA,80,72.4137931034483,"Public","Female"
45,34.5454545454545,40,NA,40,NA,40,41.3333333333333,"Public","Female"
63.3333333333333,80,NA,NA,55,30,100,67.3333333333333,"Public","Male"
36.6666666666667,34.5454545454545,NA,NA,65,60,60,43.8709677419355,"Public","Female"
90,80,NA,60,60,80,60,78.7096774193548,"Public","Male"
75,80,40,NA,40,NA,60,69.6551724137931,"Public","Male"
76.6666666666667,56.3636363636364,NA,NA,33.3333333333333,80,60,63.8709677419355,"Public","Female"
56.6666666666667,90.9090909090909,NA,60,60,80,80,71.875,"Public","Female"
66.6666666666667,76.3636363636364,NA,60,64,NA,80,70.9677419354839,"Public","Female"
73.3333333333333,54.5454545454545,NA,60,46.6666666666667,60,40,62.5806451612903,"Public","Female"
55,60,NA,NA,65,33.3333333333333,80,56.7741935483871,"Public","Male"
75,67.2727272727273,NA,NA,60,20,60,66.4516129032258,"Public","Female"
66.6666666666667,76.3636363636364,NA,60,68,60,60,69.6774193548387,"Public","Female"
70,80,NA,NA,64,80,60,72.9032258064516,"Public","Female"
65,61.8181818181818,NA,NA,80,20,80,64.6666666666667,"Public","Female"
53.3333333333333,65.4545454545455,NA,NA,55,NA,60,60,"Public","Female"
83.3333333333333,54.5454545454545,NA,NA,68,50,80,68.125,"Public","Male"
68.3333333333333,67.2727272727273,NA,60,60,40,60,65.1612903225807,"Public","Male"
80,72.7272727272727,NA,60,60,100,60,73.5483870967742,"Public","Female"
100,100,NA,NA,72,20,80,92,"Public","Male"
68.3333333333333,69.0909090909091,NA,60,50,40,80,66.25,"Public","Female"
58.3333333333333,38.1818181818182,NA,NA,60,20,40,48.3870967741936,"Public","Male"
66.6666666666667,69.0909090909091,NA,60,60,80,80,66.0606060606061,"Private","Female"
95,98.1818181818182,NA,NA,65,50,80,88.6666666666667,"Public","Male"
50,89.0909090909091,NA,NA,70,40,60,66.4516129032258,"Private","Male"
45,61.8181818181818,NA,60,70,40,80,55.4838709677419,"Public","Male"
95,100,NA,NA,30,60,80,88.2758620689655,"Private","Female"
36.6666666666667,58.1818181818182,NA,60,25,50,20,43.8709677419355,"Public","Male"
60,60,NA,60,60,60,60,61.2903225806452,"Public","Male"
98.3333333333333,100,NA,NA,73.3333333333333,100,100,93.3333333333333,"Private","Male"
90,94.5454545454545,NA,NA,68,60,60,83.75,"Private","Male"
61.6666666666667,58.1818181818182,NA,NA,60,40,60,58.6666666666667,"Public","Female"
58.3333333333333,65.4545454545455,NA,60,60,60,80,61.9354838709677,"Public","Male"
40,41.8181818181818,NA,NA,70,40,20,43.8709677419355,"Public","Male"
76.6666666666667,76.3636363636364,40,60,55,NA,60,72.258064516129,"Public","Female"
41.6666666666667,30.9090909090909,NA,NA,53.3333333333333,40,60,40,"Public","Female"
98.3333333333333,94.5454545454545,NA,60,53.3333333333333,60,60,86.4516129032258,"Public","Male"
71.6666666666667,81.8181818181818,NA,60,70,NA,40,72.6666666666667,"Public","Male"
80,78.1818181818182,NA,NA,65,100,100,78,"Public","Male"
80,74.5454545454545,NA,NA,60,40,80,72.7272727272727,"Public","Female"
58.3333333333333,60,NA,NA,64,80,60,60,"Private","Male"
55,60,NA,NA,70,60,80,60,"Public","Female"
41.6666666666667,60,NA,NA,60,60,60,51.0344827586207,"Public","Male"
35,29.0909090909091,40,60,50,40,80,37.5,"Public","Male"
80,80,20,NA,55,NA,60,74,"Public","Female"
60,60,NA,NA,40,70,80,61.3333333333333,"Private","Female"
73.3333333333333,67.2727272727273,NA,NA,60,40,60,64.375,"Public","Male"
81.6666666666667,76.3636363636364,NA,NA,65,NA,60,75.8620689655172,"Public","Female"
60,78.1818181818182,NA,60,60,40,60,65,"Private","Female"
45,83.6363636363636,NA,NA,65,40,60,60,"Public","Female"
53.3333333333333,61.8181818181818,NA,NA,33.3333333333333,40,60,54.2857142857143,"Public","Male"
56.6666666666667,60,NA,60,64,50,60,59.4117647058824,"Public","Female"
53.3333333333333,80,NA,60,55,40,60,62.3529411764706,"Public","Male"
35,43.6363636363636,40,NA,65,20,80,43.3333333333333,"Public","Male"
78.3333333333333,81.8181818181818,NA,NA,60,40,80,75.3333333333333,"Public","Male"
68.3333333333333,65.4545454545455,NA,NA,60,40,80,64.6666666666667,"Public","Female"
70,67.2727272727273,NA,60,46.6666666666667,NA,80,64.8275862068965,"Public","Female"
36.6666666666667,29.0909090909091,NA,NA,53.3333333333333,80,80,40,"Public","Male"
65,63.6363636363636,NA,NA,70,60,100,65.1612903225807,"Private","Male"
51.6666666666667,61.8181818181818,NA,NA,65,20,40,57.3333333333333,"Public","Female"
71.6666666666667,72.7272727272727,NA,60,65,40,80,69.375,"Public","Male"
53.3333333333333,65.4545454545455,NA,NA,60,40,80,58.6666666666667,"Public","Male"
75,63.6363636363636,NA,60,60,60,80,67.3333333333333,"Public","Male"
76.6666666666667,80,NA,NA,44,100,80,71.6129032258064,"Public","Female"
38.3333333333333,60,NA,60,40,40,40,47.5,"Public","Male"
61.6666666666667,65.4545454545455,NA,60,60,50,60,61.875,"Public","Male"
76.6666666666667,69.0909090909091,NA,60,70,80,60,72,"Public","Male"
85,63.6363636363636,NA,60,60,40,80,71.3333333333333,"Public","Male"
78.3333333333333,56.3636363636364,NA,NA,70,40,80,67.5862068965517,"Public","Female"
80,76.3636363636364,NA,NA,65,60,100,75.3333333333333,"Public","Male"
46.6666666666667,49.0909090909091,40,NA,70,50,60,50.625,"Private","Male"
68.3333333333333,58.1818181818182,NA,NA,70,50,80,64.5161290322581,"Public","Male"
71.6666666666667,83.6363636363636,NA,NA,60,NA,60,73.3333333333333,"Public","Female"
60,81.8181818181818,NA,NA,60,80,80,70.6666666666667,"Public","Female"
63.3333333333333,65.4545454545455,NA,NA,56,80,60,63.3333333333333,"Public","Male"
60,78.1818181818182,NA,NA,72,60,60,68.75,"Public","Male"
80,81.8181818181818,40,NA,70,NA,80,77.9310344827586,"Public","Male"
63.3333333333333,80,40,60,60,NA,60,67.741935483871,"Public","Female"
60,60,NA,NA,86.6666666666667,40,60,62.1428571428571,"Public","Female"
70,100,20,60,73.3333333333333,80,100,79.3548387096774,"Private","Male"
75,56.3636363636364,NA,NA,55,50,60,64.375,"Public","Female"
26.6666666666667,36.3636363636364,NA,NA,56,40,40,38.0645161290323,"Public","Male"
